col1,col2,col3,col4,col5,x,res
0.06565879240937988,0.5490601919727794,0.27763124372259473,0.7906439371899175,0.3501347859680114,0.6833922896243255,0.6718314887163832
0.7418633600295269,0.2478968521648589,0.3430175240430111,0.5444546956038696,0.981599382400446,0.4597515159417782,1.3167757174802663
0.07253187397011596,0.30026996064603706,0.9008531751552554,0.6746340526767056,0.1430885769089728,0.40949737411248055,0.7000916692361943
0.24175461719804658,0.22171133251271058,0.002057378193385584,0.5905398301500432,0.873377708197757,0.10520062040928668,0.7732789083064824
0.4708503344845266,0.7905287583177354,0.07472102938411307,0.34577285654164325,0.8819820678223533,0.5074160859299085,1.1997277562533442
0.830362224285232,0.28468022803108783,0.5179873087928105,0.43334698863696,0.31143693819787477,0.39553067449783463,1.5451025390226092
0.9801808533979985,0.2201122326241567,0.5303513680524886,0.33648922921671887,0.8037549530645296,0.4770027457591067,1.9087352237157147
0.35453604180232434,0.9467050616061407,0.2949613132222416,0.0508395985626916,0.7283429975637845,0.8551361220870082,1.4940478695761747
0.2566205647361868,0.6641628405440619,0.7316696956216183,0.017963449194179026,0.08035334847328068,0.8745842706977436,1.1265019962116405
0.6073408939258023,0.9489018199376079,0.04189887068914799,0.7635628197179213,0.294130475300481,0.8313960472710229,1.6410189111532638
0.9681694166018864,0.8803728048272119,0.1952581998057934,0.7329408587837715,0.037454356957199564,0.6675560965518345,1.4972761774952685
0.7936653704155796,0.10911225850723616,0.07079164851643205,0.30319777263226,0.9964382985755221,0.22705855926475083,1.1895777296999424
0.4857232669444088,0.2950596097712964,0.8599604024703346,0.2141949636221594,0.03195711515522581,0.23773203566330625,0.780270698312961
0.20759248101968497,0.09752018471928814,0.441978224827567,0.05377991556465511,0.8942187315344191,0.8057968437530636,0.6446214339859021
0.43750806994168523,0.23388199888864758,0.3743251518920032,0.6517157393294247,0.13323897477282853,0.37517772093545754,1.0092939501159686
0.14308173376362876,0.03985963221158939,0.556918777293387,0.05126647377402005,0.11623657558306566,0.3359227020461346,0.4225871844174988
0.7919936916864626,0.29532206480477274,0.4714171013594587,0.3904618141573988,0.044242300865332984,0.7830557002522436,0.8048449719998025
0.8146753421886228,0.3753067560657227,0.6740348399665995,0.5921051729629064,0.6792210792858105,0.434115706784427,1.504187716520275
0.8600996292891038,0.5650992917554084,0.04877503629356361,0.4155488559052126,0.17842774466721356,0.173186841504403,0.9668166488988802
0.568311764958118,0.8543081444340247,0.6196745334626943,0.7402932084369777,0.09213118721672853,0.7972069189571316,1.330546796488058
0.21547978124677347,0.7733377391168093,0.7725998709091539,0.023872466735727182,0.785738913780198,0.09049842284015797,1.7306157319900624
0.400691348781297,0.12558578202811466,0.26609491576286026,0.8997527693755774,0.8789832296074174,0.500973615440706,1.9242476023064765
0.4226408842216629,0.8977307728068517,0.4440288298984343,0.6479216274260071,0.8702838823503677,0.7501766032896607,2.209788394095165
0.8866340925486346,0.22525251568433158,0.4726886353008555,0.005673416458359948,0.5148313637315918,0.9083602553063512,1.026183041943769
0.3574947619203166,0.5110888552509553,0.6171797371095229,0.5640421608130955,0.8215670370801843,0.919417619519568,2.019105233265694
0.9365979193628011,0.5596127230709704,0.08099239229680932,0.31037385393044636,0.524268962466646,0.9464073414324176,1.6808766446930723
0.7260274838223625,0.77960694557144,0.6641746929473497,0.632142015095911,0.17762580917367132,0.25830312096513863,1.7211011778714784
0.5262235201729865,0.03993196969906598,0.2534270863612528,0.4443325533493494,0.7643745172422184,0.47994113207012956,1.5161028903917397
0.8967613046440095,0.32114692499847963,0.6312888014814639,0.10877207956748325,0.35630714503027083,0.5822083331289745,1.5904414991139946
0.8054430216755784,0.6917768112742743,0.5430848014042516,0.11451926652562228,0.06688472589360484,0.8208572148164834,1.3231909136645956
0.4433891583957532,0.5338230675715723,0.4205177763678283,0.39023474039698347,0.20685095216234606,0.1759682740790729,0.9287174035095067
0.5697062258063753,0.569872838627365,0.3969117635203667,0.279416879298534,0.5572738343589695,0.570565202925934,1.1355761030494935
0.9318731087332489,0.3309508976555472,0.019957656571689242,0.02799053628896153,0.041556253064518156,0.09888720745245483,0.4111936795012677
